invoice_number,csv_amount,bq_amount,state,start_date,end_date,_merge,category,amount_diff
INV-108782,88.0,88.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108783,479.0,478.38,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.62
INV-108784,337.0,337.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108785,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108786,88.0,88.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108787,88.0,88.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108788,132.0,132.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108789,132.0,132.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108790,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108791,47.0,46.98,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.02
INV-108792,71.0,71.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108793,143.0,142.98,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.02
INV-108794,356.0,356.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108795,284.0,284.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108796,72.0,72.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108797,91.0,90.33,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.67
INV-108798,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108799,474.0,474.23,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.23
INV-108800,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108801,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108802,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108803,248.0,247.91,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.09
INV-108804,35.0,35.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108805,367.0,367.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108806,37.0,37.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108807,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108808,110.0,110.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108809,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108810,39.0,39.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108811,74.0,73.5,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.5
INV-108812,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108813,94.0,94.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108814,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108815,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108816,186.0,185.63,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.37
INV-108817,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108818,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108819,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108820,434.0,434.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108821,347.0,347.13,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.13
INV-108822,86.0,86.25,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.25
INV-108823,163.0,163.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108824,164.0,164.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108825,161.0,160.5,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.5
INV-108826,203.0,203.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108827,213.0,213.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108828,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108829,150.0,149.88,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.12
INV-108830,125.0,125.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108831,396.0,396.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108832,176.0,176.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108833,53.0,53.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108834,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108835,134.0,134.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108836,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108837,169.0,169.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108838,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108839,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108840,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108841,88.0,88.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108842,147.0,147.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108843,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108844,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108845,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108846,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108847,5186.0,5186.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108848,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108849,520.0,520.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108850,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108851,1293.0,1293.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108852,60.0,60.18,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.18
INV-108853,60.0,59.55,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.45
INV-108854,125.0,125.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108855,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108856,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108857,154.0,154.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108858,25.0,25.25,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.25
INV-108859,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108860,3062.0,3061.88,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.12
INV-108861,372.0,371.5,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.5
INV-108862,271.0,271.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108863,110.0,110.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108864,698.0,698.38,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.38
INV-108865,191.0,191.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108866,76.0,76.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108867,79.0,79.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108868,707.0,707.33,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.33
INV-108869,1020.0,1020.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108870,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108871,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108872,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108873,431.0,431.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108874,597.0,597.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108875,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108876,706.0,706.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108877,242.0,242.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108878,75.0,75.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108879,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108880,88.0,88.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108881,28.0,28.48,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.48
INV-108882,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108883,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108884,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108885,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108886,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108887,364.0,364.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108888,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108889,132.0,132.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108890,251.0,250.55,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.45
INV-108891,35.0,35.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108892,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108893,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108894,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108895,186.0,186.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108896,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108897,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108898,35.0,35.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108899,217.0,217.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108900,33.0,33.05,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.05
INV-108901,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108902,74.0,74.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108903,70.0,70.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108904,330.0,330.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108905,93.0,93.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108906,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108907,1648.0,1648.38,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.38
INV-108908,2123.0,2123.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108909,55.0,55.13,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.13
INV-108910,269.0,269.38,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.38
INV-108911,48.0,48.13,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.13
INV-108912,458.0,458.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108913,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108914,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108915,105.0,105.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108916,110.0,110.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108917,220.0,220.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108918,389.0,389.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108919,48.0,48.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108920,50.0,49.53,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.47
INV-108921,154.0,154.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108922,147.0,147.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108923,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108924,99.0,99.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108925,300.0,299.83,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.17
INV-108926,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108927,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108928,101.0,101.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108929,36.0,36.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108930,274.0,273.96,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.04
INV-108931,998.0,998.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108932,180.0,180.33,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.33
INV-108933,904.0,904.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108934,825.0,825.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108935,96.0,95.55,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.45
INV-108936,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108937,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108938,72.0,72.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108939,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108940,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108941,198.0,198.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108942,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108943,35.0,35.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108944,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108945,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108946,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108947,80.0,80.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108948,220.0,220.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108949,29.0,28.5,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.5
INV-108950,70.0,70.38,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.38
INV-108951,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108952,33.0,33.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108953,37.0,37.43,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.43
INV-108954,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108955,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108956,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108957,79.0,79.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108958,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108959,293.0,292.58,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.42
INV-108960,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108961,37.0,37.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108962,386.0,386.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108963,182.0,182.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108964,57.0,57.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108965,48.0,48.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108966,86.0,86.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108967,73.0,73.25,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.25
INV-108968,110.0,110.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108969,35.0,35.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108970,1393.0,1393.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108971,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108972,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108973,176.0,176.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108974,108.0,108.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108975,110.0,110.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108976,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108977,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108978,35.0,35.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108979,597.0,596.78,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.22
INV-108980,91.0,90.63,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.37
INV-108981,88.0,88.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108982,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108983,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108984,55.0,55.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108985,239.0,239.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108986,66.0,66.33,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.33
INV-108987,110.0,110.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108988,71.0,70.95,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.05
INV-108989,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108990,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108991,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108992,79.0,79.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108993,70.0,70.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108994,176.0,176.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108995,528.0,528.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108996,167.0,167.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108997,199.0,199.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108998,24.0,24.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-108999,300.0,299.85,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.15
INV-109000,140.0,140.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109001,1237.0,1237.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109002,71.0,71.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109003,240.0,240.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109004,105.0,105.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109005,60.0,60.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109006,37.0,36.75,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.25
INV-109007,964.0,963.53,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.47
INV-109008,63.0,63.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109009,72.0,72.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109010,35.0,35.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109011,40.0,40.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109012,5848.0,5848.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109013,22.0,22.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109014,96.0,96.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109015,287.0,287.03,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.03
INV-109016,42.0,42.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109017,486.0,486.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109018,264.0,264.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109019,681.0,680.74,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.26
INV-109020,126.0,126.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109021,357.0,357.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109022,342.0,342.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109023,16779.0,16778.53,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.47
INV-109024,2274.0,2274.3,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.3
INV-109025,86.0,86.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109026,4367.0,4367.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109027,21.0,21.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109028,1094.0,1094.41,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.41
INV-109029,47.0,46.75,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.25
INV-109030,4908.0,4908.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109031,359.0,359.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109032,214.0,214.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109033,24.0,23.8,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.2
INV-109034,220.0,220.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109035,36.0,36.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109036,62.0,61.93,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.07
INV-109037,189.0,189.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109038,233.0,233.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109039,36.0,36.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109040,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109041,24.0,24.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109042,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109043,63.0,63.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109044,66.0,66.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109045,609.0,609.04,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.04
INV-109046,1199.0,1199.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109047,662.0,661.0,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,1.0
INV-109048,2618.0,2617.91,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.09
INV-109049,44.0,44.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109050,176.0,175.88,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.12
INV-109051,63.0,63.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109052,24.0,24.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109053,406.0,405.5,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,0.5
INV-109054,192.0,192.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109055,523.0,523.03,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.03
INV-109056,101.0,101.0,paid,2025-08-01,2025-08-16,both,MATCHED,0.0
INV-109057,29158.0,29156.83,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.17
INV-109058,12212.0,12210.23,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.77
INV-109059,2504.0,2504.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109060,3390.0,3390.41,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.41
INV-109061,15269.0,15269.35,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.35
INV-109062,2942.0,2942.48,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.48
INV-109063,14933.0,14932.53,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.47
INV-109064,72491.0,72490.94,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.06
INV-109065,77882.0,77880.03,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.97
INV-109066,1179.0,1178.5,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109067,1819.0,1819.59,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.59
INV-109068,11162.0,11161.17,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.83
INV-109069,1546.0,1545.8,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.2
INV-109070,6012.0,6011.6,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.4
INV-109071,3175.0,3174.92,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.08
INV-109072,1132.0,1131.54,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.46
INV-109073,4215.0,4214.75,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109076,1964.0,1964.12,paid,2025-08-15,2025-08-22,both,AMOUNT_MISMATCH,-0.12
INV-109077,29.0,29.0,paid,2025-08-15,2025-08-22,both,MATCHED,0.0
INV-109078,14.0,14.0,paid,2025-08-15,2025-08-22,both,MATCHED,0.0
INV-109079,190.0,189.5,paid,2025-08-15,2025-08-22,both,AMOUNT_MISMATCH,0.5
INV-109080,3053.0,3052.75,paid,2025-08-15,2025-08-22,both,AMOUNT_MISMATCH,0.25
INV-109081,406.0,406.0,paid,2025-08-15,2025-08-22,both,MATCHED,0.0
INV-109082,6509.0,6509.47,paid,2025-08-15,2025-08-22,both,AMOUNT_MISMATCH,-0.47
INV-109083,273.0,272.86,paid,2025-08-15,2025-08-22,both,AMOUNT_MISMATCH,0.14
INV-109084,92.0,92.0,paid,2025-08-15,2025-08-22,both,MATCHED,0.0
INV-109085,1310.0,1309.8,paid,2025-08-15,2025-08-22,both,AMOUNT_MISMATCH,0.2
INV-109086,156.0,156.25,paid,2025-08-15,2025-08-22,both,AMOUNT_MISMATCH,-0.25
INV-109088,1597.0,1596.55,paid,2025-08-15,2025-08-22,both,AMOUNT_MISMATCH,0.45
INV-109089,288.0,288.0,paid,2025-08-15,2025-08-22,both,MATCHED,0.0
INV-109090,110.0,110.0,paid,2025-08-15,2025-08-22,both,MATCHED,0.0
