invoice_number,csv_amount,bq_amount,state,start_date,end_date,_merge,category,amount_diff
INV-109706,2308.0,2308.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109707,407.0,406.58,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.42
INV-109708,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109709,26.0,25.63,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.37
INV-109710,176.0,176.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109711,110.0,110.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109712,118.0,117.82,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.18
INV-109713,240.0,240.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109714,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109715,45.0,45.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109716,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109717,396.0,396.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109718,216.0,216.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109719,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109720,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109721,49.0,49.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109722,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109723,235.0,235.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109724,149.0,149.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109725,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109726,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109727,367.0,366.52,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.48
INV-109728,165.0,165.48,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.48
INV-109729,239.0,239.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109730,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109731,116.0,116.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109732,110.0,110.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109733,219.0,219.38,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.38
INV-109734,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109735,182.0,181.63,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.37
INV-109736,1580.0,1580.29,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.29
INV-109737,186.0,185.6,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.4
INV-109738,205.0,205.13,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.13
INV-109739,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109740,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109741,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109742,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109743,24.0,24.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109744,264.0,264.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109745,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109746,140.0,140.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109747,1439.0,1439.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109748,337.0,336.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109749,1303.0,1303.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109750,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109751,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109752,42.0,42.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109753,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109754,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109755,28.0,28.01,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.01
INV-109756,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109757,148.0,148.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109758,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109759,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109760,183.0,183.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109761,115.0,114.7,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.3
INV-109762,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109763,208.0,208.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109764,346.0,346.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109765,70.0,70.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109766,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109767,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109768,23.0,23.08,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.08
INV-109769,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109770,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109771,45.0,44.75,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109772,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109773,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109774,157.0,157.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109775,45.0,45.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109776,176.0,176.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109777,246.0,246.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109778,178.0,178.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109779,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109780,37.0,37.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109781,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109782,92.0,91.51,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.49
INV-109783,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109784,39.0,38.75,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109785,216.0,216.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109786,9307.0,9306.33,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.67
INV-109787,49.0,49.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109788,54.0,54.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109789,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109790,37.0,37.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109791,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109792,125.0,125.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109793,41.0,40.86,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.14
INV-109794,149.0,149.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109795,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109796,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109797,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109798,106.0,105.75,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109799,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109800,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109801,101.0,101.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109802,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109803,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109804,153.0,153.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109805,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109806,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109807,440.0,440.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109808,161.0,161.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109809,277.0,277.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109810,110.0,110.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109811,151.0,151.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109812,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109813,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109814,284.0,284.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109815,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109816,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109817,242.0,242.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109818,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109819,386.0,386.1,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.1
INV-109820,71.0,71.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109821,296.0,295.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109822,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109823,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109824,33.0,32.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109825,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109826,55.0,55.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109827,792.0,792.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109828,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109829,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109830,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109831,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109832,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109833,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109834,47.0,47.15,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.15
INV-109835,136.0,136.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109836,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109837,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109838,114.0,114.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109839,489.0,489.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109840,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109841,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109842,4749.0,4749.63,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.63
INV-109843,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109844,1041.0,1041.41,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.41
INV-109845,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109846,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109847,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109848,2439.0,2439.35,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.35
INV-109849,150.0,149.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109850,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109851,73.0,72.96,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.04
INV-109852,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109853,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109854,94.0,94.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109855,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109856,308.0,308.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109857,191.0,191.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109858,708.0,708.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109859,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109860,1420.0,1419.97,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.03
INV-109861,123.0,123.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109862,45.0,44.55,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.45
INV-109863,51.0,50.6,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.4
INV-109864,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109865,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109866,83.0,82.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109867,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109868,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109869,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109870,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109871,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109872,69.0,69.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109873,59.0,59.4,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.4
INV-109874,726.0,726.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109875,191.0,191.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109876,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109877,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109878,935.0,934.2,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.8
INV-109879,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109880,242.0,242.29,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.29
INV-109881,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109882,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109883,132.0,132.23,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.23
INV-109884,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109885,23.0,23.15,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.15
INV-109886,339.0,339.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109887,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109888,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109889,186.0,186.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109890,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109891,175.0,175.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109892,57.0,57.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109893,220.0,220.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109894,232.0,232.05,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.05
INV-109895,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109896,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109897,82.0,82.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109898,198.0,198.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109899,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109900,40.0,40.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109901,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109902,512.0,512.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109903,23.0,23.08,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.08
INV-109904,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109905,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109906,37.0,37.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109907,194.0,193.0,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109908,100.0,100.13,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.13
INV-109909,284.0,284.83,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.83
INV-109910,110.0,110.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109911,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109912,486.0,486.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109913,46.0,46.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109914,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109915,176.0,176.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109916,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109917,755.0,755.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109918,296.0,296.31,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.31
INV-109919,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109920,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109921,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109922,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109923,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109924,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109925,69.0,68.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109926,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109927,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109928,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109929,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109930,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109931,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109932,38.0,38.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109933,422.0,422.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109934,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109935,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109936,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109937,132.0,132.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109938,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109939,102.0,101.25,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.75
INV-109940,755.0,754.26,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.74
INV-109941,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109942,2739.0,2739.48,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.48
INV-109943,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109944,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109945,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109946,219.0,218.59,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.41
INV-109947,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109948,356.0,355.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109949,70.0,70.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109950,175.0,175.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109951,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109952,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109953,94.0,94.47,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.47
INV-109954,476.0,476.41,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.41
INV-109955,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109956,210.0,209.94,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.06
INV-109957,86.0,86.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109958,26.0,25.7,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.3
INV-109959,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109960,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109961,150.0,150.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109962,52.0,51.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109963,223.0,223.38,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.38
INV-109964,126.0,125.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109965,43.0,43.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109966,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109967,46.0,45.77,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.23
INV-109968,69.0,69.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109969,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109970,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109971,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109972,325.0,325.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109973,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109974,337.0,337.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109975,58.0,58.38,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.38
INV-109976,158.0,158.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109977,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109978,763.0,763.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109979,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109980,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109981,434.0,433.56,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.44
INV-109982,335.0,334.95,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.05
INV-109983,71.0,71.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109984,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109985,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109986,682.0,682.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109987,129.0,129.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109988,208.0,208.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109989,154.0,154.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109990,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109991,53.0,53.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109992,69.0,69.25,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.25
INV-109993,162.0,162.37,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.37
INV-109994,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109995,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109996,142.0,141.75,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109997,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109998,32.0,32.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109999,227.0,227.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110000,62.0,62.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110001,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110002,454.0,454.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110003,132.0,132.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110004,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110005,44.0,44.0,overdue,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110006,59.0,59.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110007,28.0,28.0,overdue,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110008,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110009,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110010,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110011,1049.0,1049.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110012,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110013,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110014,141.0,141.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110015,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-110016,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
